                                                                       Heist to the Museum - Description of the internal state

                                                                                        Assault party 1                      Assault party 2                                   Museum
MstT   Thief 1      Thief 2      Thief 3      Thief 4      Thief 5      Thief 6            Elem 1     Elem 2     Elem 3         Elem 1     Elem 2     Elem 3    Room 1  Room 2  Room 3  Room 4  Room 5
Stat  Stat S MD    Stat S MD    Stat S MD    Stat S MD    Stat S MD    Stat S MD    RId  Id Pos Cv  Id Pos Cv  Id Pos Cv  RId  Id Pos Cv  Id Pos Cv  Id Pos Cv   NP DT   NP DT   NP DT   NP DT   NP DT
2     1    P  5    0    P  5    0    P  5    0    P  2    0    P  2    0    P  5      1   1   3  0   2   0  0   3   0  0    2   4   0  0   0   0  0   0   0  0    9 16   10 26   10 23   14 25   13 28   
2     1    P  5    0    P  5    0    P  5    0    P  2    0    P  2    0    P  5      1   1   3  0   2   0  0   3   0  0    2   4   0  0   5   0  0   0   0  0    9 16   10 26   10 23   14 25   13 28   
2     1    P  5    1    P  5    0    P  5    0    P  2    0    P  2    0    P  5      1   1   3  0   2   0  0   3   0  0    2   4   0  0   5   0  0   0   0  0    9 16   10 26   10 23   14 25   13 28   
2     1    P  5    1    P  5    0    P  5    0    P  2    0    P  2    0    P  5      1   1   3  0   2   4  0   3   0  0    2   4   0  0   5   0  0   0   0  0    9 16   10 26   10 23   14 25   13 28   
2     1    P  5    1    P  5    1    P  5    0    P  2    0    P  2    0    P  5      1   1   3  0   2   4  0   3   0  0    2   4   0  0   5   0  0   0   0  0    9 16   10 26   10 23   14 25   13 28   
2     1    P  5    1    P  5    1    P  5    0    P  2    0    P  2    0    P  5      1   1   3  0   2   4  0   3   4  0    2   4   0  0   5   0  0   0   0  0    9 16   10 26   10 23   14 25   13 28   
2     1    P  5    1    P  5    1    P  5    0    P  2    0    P  2    0    P  5      1   1   3  0   2   4  0   3   4  0    2   4   0  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
2     1    P  5    1    P  5    1    P  5    0    P  2    0    P  2    0    P  5      1   1   6  0   2   4  0   3   4  0    2   4   0  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
1     1    P  5    1    P  5    1    P  5    0    P  2    0    P  2    0    P  5      1   1   6  0   2   4  0   3   4  0    2   4   0  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    0    P  2    0    P  2    0    P  5      1   1   6  0   2   4  0   3   4  0    2   4   0  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    0    P  2    0    P  2    0    P  5      1   1   6  0   2   7  0   3   4  0    2   4   0  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    0    P  2    0    P  5      1   1   6  0   2   7  0   3   4  0    2   4   0  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    0    P  2    0    P  5      1   1   6  0   2   7  0   3   4  0    2   4   3  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    0    P  2    0    P  5      1   1   6  0   2   7  0   3   7  0    2   4   3  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    0    P  5      1   1   6  0   2   7  0   3   7  0    2   4   3  0   5   0  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    0    P  5      1   1   6  0   2   7  0   3   7  0    2   4   3  0   5   4  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   6  0   2   7  0   3   7  0    2   4   3  0   5   4  0   6   0  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   6  0   2   7  0   3   7  0    2   4   3  0   5   4  0   6   4  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   6  0   2   7  0   3   7  0    2   4   6  0   5   4  0   6   4  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   9  0   2   7  0   3   7  0    2   4   6  0   5   4  0   6   4  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   9  0   2   7  0   3   7  0    2   4   6  0   5   7  0   6   4  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   9  0   2  10  0   3   7  0    2   4   6  0   5   7  0   6   4  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   9  0   2  10  0   3   7  0    2   4   6  0   5   7  0   6   7  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1   9  0   2  10  0   3  10  0    2   4   6  0   5   7  0   6   7  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  10  0   3  10  0    2   4   6  0   5   7  0   6   7  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  13  0   3  10  0    2   4   6  0   5   7  0   6   7  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  13  0   3  10  0    2   4   9  0   5   7  0   6   7  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  13  0   3  10  0    2   4   9  0   5  10  0   6   7  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  13  0   3  13  0    2   4   9  0   5  10  0   6   7  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  13  0   3  13  0    2   4   9  0   5  10  0   6  10  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  13  0   3  13  0    2   4  12  0   5  10  0   6  10  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  12  0   2  13  0   3  13  0    2   4  12  0   5  13  0   6  10  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  15  0   2  13  0   3  13  0    2   4  12  0   5  13  0   6  10  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  15  0   2  16  0   3  13  0    2   4  12  0   5  13  0   6  10  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  15  0   2  16  0   3  16  0    2   4  12  0   5  13  0   6  10  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  15  0   2  16  0   3  16  0    2   4  12  0   5  13  0   6  13  0    9 16   10 26   10 23   14 25   13 28   
3     1    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  0   2  16  0   3  16  0    2   4  12  0   5  13  0   6  13  0    9 16   10 26   10 23   14 25   13 28   
3     2    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  0   2  16  0   3  16  0    2   4  12  0   5  13  0   6  13  0    9 16   10 26   10 23   14 25   13 28   
3     2    P  5    1    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  0   2  16  0   3  16  0    2   4  12  0   5  13  0   6  13  0    9 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  0   2  16  0   3  16  0    2   4  12  0   5  13  0   6  13  0    9 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  0   2  16  0   3  16  0    2   4  15  0   5  13  0   6  13  0    9 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  0   2  16  0   3  16  0    2   4  15  0   5  16  0   6  13  0    9 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  0   2  16  0   3  16  0    2   4  15  0   5  16  0   6  13  0    8 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  0   3  16  0    2   4  15  0   5  16  0   6  13  0    8 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    1    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  0   3  16  0    2   4  15  0   5  16  0   6  13  0    8 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  0   3  16  0    2   4  15  0   5  16  0   6  13  0    8 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  0   3  16  0    2   4  15  0   5  16  0   6  16  0    8 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  0   3  16  0    2   4  15  0   5  16  0   6  16  0    7 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  1   3  16  0    2   4  15  0   5  16  0   6  16  0    7 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  1   3  16  0    2   4  18  0   5  16  0   6  16  0    7 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  1   3  16  0    2   4  18  0   5  16  0   6  16  0    6 16   10 26   10 23   14 25   13 28   
3     2    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  1   3  16  1    2   4  18  0   5  16  0   6  16  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  16  1   2  16  1   3  16  1    2   4  18  0   5  16  0   6  16  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  13  1   2  16  1   3  16  1    2   4  18  0   5  16  0   6  16  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    2    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  13  1   2  16  1   3  16  1    2   4  18  0   5  19  0   6  16  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  13  1   2  16  1   3  16  1    2   4  18  0   5  19  0   6  16  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  13  1   2  12  1   3  16  1    2   4  18  0   5  19  0   6  16  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    2    P  5    1    P  2    1    P  2    1    P  5      1   1  13  1   2  12  1   3  16  1    2   4  18  0   5  19  0   6  19  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  13  1   2  12  1   3  16  1    2   4  18  0   5  19  0   6  19  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  13  1   2  12  1   3  12  1    2   4  18  0   5  19  0   6  19  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  11  1   2  12  1   3  12  1    2   4  18  0   5  19  0   6  19  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  11  1   2  12  1   3  12  1    2   4  21  0   5  19  0   6  19  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  11  1   2  10  1   3  12  1    2   4  21  0   5  19  0   6  19  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  11  1   2  10  1   3  12  1    2   4  21  0   5  22  0   6  19  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  11  1   2  10  1   3  12  1    2   4  21  0   5  22  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1  11  1   2  10  1   3  10  1    2   4  21  0   5  22  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   9  1   2  10  1   3  10  1    2   4  21  0   5  22  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   9  1   2  10  1   3  10  1    2   4  24  0   5  22  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   9  1   2   8  1   3  10  1    2   4  24  0   5  22  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   9  1   2   8  1   3  10  1    2   4  24  0   5  25  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   9  1   2   8  1   3   8  1    2   4  24  0   5  25  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   7  1   2   8  1   3   8  1    2   4  24  0   5  25  0   6  22  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   7  1   2   8  1   3   8  1    2   4  24  0   5  25  0   6  25  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    1    P  2    1    P  2    1    P  5      1   1   7  1   2   8  1   3   8  1    2   4  26  0   5  25  0   6  25  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    1    P  2    1    P  5      1   1   7  1   2   8  1   3   8  1    2   4  26  0   5  25  0   6  25  0    6 16   10 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    1    P  2    1    P  5      1   1   7  1   2   8  1   3   8  1    2   4  26  0   5  25  0   6  25  0    6 16    9 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    1    P  2    1    P  5      1   1   7  1   2   8  1   3   8  1    2   4  26  1   5  25  0   6  25  0    6 16    9 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    1    P  2    1    P  5      1   1   7  1   2   6  1   3   8  1    2   4  26  1   5  25  0   6  25  0    6 16    9 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    1    P  2    1    P  5      1   1   7  1   2   6  1   3   8  1    2   4  26  1   5  26  0   6  25  0    6 16    9 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    1    P  5      1   1   7  1   2   6  1   3   8  1    2   4  26  1   5  26  0   6  25  0    6 16    9 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    1    P  5      1   1   7  1   2   6  1   3   8  1    2   4  26  1   5  26  0   6  25  0    6 16    8 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    1    P  5      1   1   7  1   2   6  1   3   8  1    2   4  26  1   5  26  1   6  25  0    6 16    8 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    1    P  5      1   1   7  1   2   6  1   3   6  1    2   4  26  1   5  26  1   6  25  0    6 16    8 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    1    P  5      1   1   7  1   2   6  1   3   6  1    2   4  26  1   5  26  1   6  26  0    6 16    8 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    2    P  5      1   1   7  1   2   6  1   3   6  1    2   4  26  1   5  26  1   6  26  0    6 16    8 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    2    P  5      1   1   7  1   2   6  1   3   6  1    2   4  26  1   5  26  1   6  26  0    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    2    P  2    2    P  2    2    P  5      1   1   7  1   2   6  1   3   6  1    2   4  26  1   5  26  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    2    P  2    2    P  5      1   1   7  1   2   6  1   3   6  1    2   4  26  1   5  26  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    2    P  2    2    P  5      1   1   7  1   2   6  1   3   6  1    2   4  23  1   5  26  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    2    P  2    2    P  5      1   1   5  1   2   6  1   3   6  1    2   4  23  1   5  26  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    2    P  5      1   1   5  1   2   6  1   3   6  1    2   4  23  1   5  26  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    2    P  5      1   1   5  1   2   6  1   3   6  1    2   4  23  1   5  22  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    2    P  5      1   1   5  1   2   4  1   3   6  1    2   4  23  1   5  22  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   5  1   2   4  1   3   6  1    2   4  23  1   5  22  1   6  26  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   5  1   2   4  1   3   6  1    2   4  23  1   5  22  1   6  22  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   5  1   2   4  1   3   6  1    2   4  21  1   5  22  1   6  22  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   5  1   2   4  1   3   4  1    2   4  21  1   5  22  1   6  22  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   3  1   2   4  1   3   4  1    2   4  21  1   5  22  1   6  22  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   3  1   2   4  1   3   4  1    2   4  21  1   5  20  1   6  22  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   3  1   2   2  1   3   4  1    2   4  21  1   5  20  1   6  22  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   3  1   2   2  1   3   4  1    2   4  21  1   5  20  1   6  20  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   3  1   2   2  1   3   2  1    2   4  21  1   5  20  1   6  20  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   1  1   2   2  1   3   2  1    2   4  21  1   5  20  1   6  20  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   1  1   2   2  1   3   2  1    2   4  19  1   5  20  1   6  20  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   1  1   2   0  1   3   2  1    2   4  19  1   5  20  1   6  20  1    6 16    7 26   10 23   14 25   13 28   
3     3    P  5    3    P  5    3    P  5    3    P  2    3    P  2    3    P  5      1   1   1  1   2   0  1   3   2  1    2   4  19  1   5  18  1   6  20  1    6 16    7 26   10 23   14 25   13 28   
